37,112286,6,Across the Sea of Time (1995),51min | Adventure/ Drama/ Family | 20 October 1995 (USA),"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography. The boy follows his relative's traces by counter-checking the old 3D-Photographs of New York (using an antique viewer) with the same places and how they look today. This way, the audience gets to see the Big Apple in former times as well as today."
38,113442,5.9,It Takes Two (1995),All | 1h 41min | Comedy/ Family/ Romance | 19 September 1998 (South Korea),"Alyssa and Amanda are two little girls who are identical, but complete strangers, that accidentally meet one day."
39,112697,6.8,Clueless (1995),12 | 1h 37min | Comedy/ Romance | 17 July 1996 (South Korea),"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other."
40,112749,6.8,"Cry, the Beloved Country (1995)",PG-13 | 1h 46min | Drama/ Thriller | 27 October 1995 (South Africa),"A South African preacher goes to search for his wayward son, who has committed a crime in the big city."
41,114279,7.4,Richard III (1995),18 | 1h 50min | Drama/ Sci-Fi/ War | 16 November 1996 (South Korea),The classic Shakespearean play about the murderously scheming 15th-century king is reimagined in an alternative setting of 1930s England as clouds of fascism gather.
42,112819,6.9,Dead Presidents (1995),18 | 1h 59min | Action/ Crime/ Drama | 6 October 1995 (USA),"A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed."
43,114272,6.6,Restoration (1995),R | 1h 57min | Biography/ Drama/ History | 2 February 1996 (USA),"The exiled royal physician to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman."
44,113855,5.8,Mortal Kombat (1995),15 | 1h 41min | Action/ Adventure/ Fantasy | 9 December 1995 (South Korea),Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.
45,114681,6.8,To Die For (1995),18 | 1h 46min | Comedy/ Crime/ Drama | 10 February 1996 (South Korea),A beautiful but naive aspiring television personality films a documentary on teenagers with a darker ulterior motive.
46,113347,6.3,How to Make an American Quilt (1995),15 | 1h 57min | Comedy/ Drama/ Romance | 26 April 1997 (South Korea),Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.
47,114369,8.6,Se7en (1995),18 | 2h 7min | Crime/ Drama/ Mystery | 11 November 1995 (South Korea),"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives."
48,114148,6.7,Pocahontas (1995),All | 1h 21min | Animation/ Adventure/ Drama | 30 June 1995 (South Korea),An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.
49,114916,6.5,When Night Is Falling (1995),R | 1h 34min | Drama/ Romance | 5 May 1995 (Canada),"An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town."
50,114814,8.5,The Usual Suspects (1995),18 | 1h 46min | Crime/ Mystery/ Thriller | 27 January 1996 (South Korea),"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup."
51,109950,5,Guardian Angel (1994),1h 37min | Action/ Drama/ Thriller | Video 22 November 1994,"Christine McKay is a cop. She and some other cops which includes her lover are pursuing some criminals. Her lover gets killed by a woman named Nina, who is later caught. Because of his death McKay leaves the force. A few months later a man named Hobbs calls McKay. When she goes to see him, he tells her he wants to hire her to protect him. It seems that Nina is his ex and he tells her she escaped. And Hobbs is worried she's coming for him. McKay goes to check it out and finds out it's true. She then goes back to Hobbs and finds Nina there but she doesn't do anything, instead she's looking for something but Hobbs claims not to know what she's talking about. So McKay stays to protect Hobbs and to get Nina."
52,113819,7,Mighty Aphrodite (1995),18 | 1h 35min | Comedy/ Fantasy/ Romance | 13 September 1997 (South Korea),"When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a ditzy porn star and prostitute."
53,110299,7.5,Lamerica (1994),1h 56min | Drama | 9 September 1994 (Italy),"Immediately after the fall of communism in Albania, two Italians go there to embezzle investment money by creating a fake company. As the chairman/fall guy, they pick a former political prisoner who turns out to be more than meets the eye."
54,112499,5.6,The Big Green (1995),All | 1h 40min | Comedy/ Family/ Sport | 29 September 1995 (USA),"A teacher on exchange from England is placed in an underachieving Texan school, where she coaches the children in soccer, improving their self esteem and leading to unexpected success."
55,113158,6.6,Georgia (1995),18 | 1h 55min | Drama/ Music | 14 September 1996 (South Korea),Sadie is desperately looking up to her older sister Georgia who is a famous C&W artist. Her desperate need to be accepted by her sister is constantly complicated by her drug and alcohol problems.
56,113541,4.9,Kids of the Round Table (1995),1h 29min | Adventure/ Comedy/ Family | 15 December 1995 (Canada),"Eleven-year-old Alex and his fellow homemade heroes are having a backyard blast. Battles rage, knights fight and damsels distress in a cardboard Camelot of dirt-bike steeds, aluminum foil sabres and plastic armor. The summer fun and fantasy soon become a marvelous, mystical reality with the touch of a sword. Malcolm McDowell, Michael Ironside and bright newcomer Johnny Morina star in a modern-day adventure filled with medieval magic. One fateful afternoon, Alex comes across a sword sunk in stone - King Arthur's legendary Excalibur! The sword holds untold powers of strength, magic and wisdom. With one motion, Alex frees the sword, Merlin the Magician appears, and Alex discovers the awesome power he'd always dreamed about. But to misuse Excalibur is to lose Excalibur... as Alex soon discovers. Now with Merlin vanished, Alex must prove himself worthy of the sword to bring back the magic. He'd better act fast - his friends need his power now more than ever!"
57,113321,6.6,Home for the Holidays (1995),15 | 1h 43min | Comedy/ Drama/ Romance | 3 November 1995 (USA),"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family."
58,110877,7.7,Il postino (1994),15 | 1h 48min | Biography/ Comedy/ Drama | 9 March 1996 (South Korea),"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice."
59,112714,7.5,Le confessionnal (1995),1h 40min | Drama/ Mystery/ Thriller | 11 October 1995 (France),"The year is 1952, in Quebec City, Quebec. Rachel (Suzanne Clement), sixteen, unmarried, and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young Priest under the confidentiality of the confessional. In the present year of 1994, Pierre Lamontagne (Lothaire Bluteau) has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc (Patrick Goyette), who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrinque where the answer to the mystery lies."
60,113419,6,The Indian in the Cupboard (1995),All | 1h 36min | Drama/ Family/ Fantasy | 14 July 1995 (USA),"Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cabinet from his older brother, a set of antique keys from his mother and a tiny plastic model of an Indian from his best friend Patrick."
61,116260,6.2,Eye for an Eye (1996),18 | 1h 41min | Crime/ Drama/ Thriller | 12 January 1996 (USA),"When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice."
62,113862,7.3,Mr. Holland's Opus (1995),All | 2h 23min | Drama/ Music | 23 March 1996 (South Korea),A frustrated composer finds fulfillment as a high school music teacher.
63,116126,6.6,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),R | 1h 29min | Comedy/ Crime | 12 January 1996 (USA),"A parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995) and Juice (1992)."
64,118002,5.3,Two If by Sea (1996),15 | 1h 36min | Comedy/ Crime/ Romance | 13 July 1996 (South Korea),A couple steals a Matisse painting on contract. They manage to escape the police. The sale takes place 4 days later on an island. Things don't go as planned.
65,115683,4.5,Bio-Dome (1996),15 | 1h 28min | Comedy | 12 January 1996 (USA),"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year."
66,116839,2.5,Lawnmower Man 2: Beyond Cyberspace (1996),15 | 1h 33min | Action/ Sci-Fi/ Thriller | 12 January 1996 (USA),"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan."
67,114753,6.2,Two Bits (1995),PG-13 | 1h 25min | Drama | 22 November 1995 (USA),"Gennaro lives with his ailing grandpa, who sits outside holding tight to his last quarter. But grandpa's not ready to die, he has some unfinished business with a woman from his past and he enlists Gennaro to act as his emissary."
68,113149,6.4,Gazon maudit (1995),R | 1h 44min | Comedy | 8 February 1995 (France),"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again."
69,113118,7.3,Friday (1995),18 | 1h 31min | Comedy/ Drama | 26 April 1995 (USA),"Two homies, Smokey and Craig Jones, smoke a dope dealer's weed and try to figure a way to get the two hundred dollars they owe to the dealer by 10 p.m. that same night."
70,116367,7.2,From Dusk Till Dawn (1996),18 | 1h 48min | Action/ Crime/ Horror | 5 September 1998 (South Korea),"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results."
71,113010,4.3,Fair Game (1995),15 | 1h 31min | Action/ Romance/ Thriller | 9 December 1995 (South Korea),"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her."
72,113537,6.8,Kicking and Screaming (1995),18 | 1h 36min | Comedy/ Drama/ Romance | 6 October 1995 (USA),"A bunch of guys hang around their college for months after graduation, continuing a life much like the one before graduation."
73,113828,7.4,Les miserables (1995),15 | 2h 55min | Drama/ History | 22 March 1995 (France),A variation on Victor Hugo's classic novel by means of the story of a man whose life is affected by and somewhat duplicated by the Hugo story of the beleaguered Jean Valjean.
74,115644,6.1,Bed of Roses (1996),15 | 1h 27min | Drama/ Romance | 29 June 1996 (South Korea),"Romantic drama about a young career girl who is swept off her feet by a shy florist, who fell in love with her after one glimpse through a shadowy window."
75,115676,4.7,Big Bully (1996),PG | 1h 30min | Comedy/ Thriller | 26 January 1996 (USA),"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again."
76,114367,6.4,Screamers (1995),R | 1h 48min | Horror/ Sci-Fi/ Thriller | 26 January 1996 (USA),"A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they built to kill enemy combatants have gained sentience."
77,113973,7.2,Nico Icon (1995),1h 10min | Documentary/ Biography/ Music | 16 November 1995 (USA),"A look into the many lives of Christa Paffgen, otherwise known as Nico; from cutie German madchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live."
78,112744,6.3,The Crossing Guard (1995),18 | 1h 51min | Drama/ Thriller | 15 November 1997 (South Korea),Freddy Gale is a seedy jeweller who has sworn to kill the drunk driver who killed his little girl.
79,116731,5.7,The Juror (1996),18 | 1h 58min | Crime/ Drama/ Thriller | 24 May 1996 (South Korea),A juror in a Mafia trial is forced to convince the other jurors to vote not guilty by an obsessive mob enforcer.
80,112445,7.7,Badkonake sefid (1995),All | 1h 25min | Drama/ Family | 19 June 1999 (South Korea),Several people try to help a little girl to find the money her mom gave her to buy a goldfish with.
81,114660,6.8,Things to Do in Denver When You're Dead (1995),18 | 1h 55min | Crime/ Drama/ Thriller | 29 November 1997 (South Korea),Five different criminals face imminent death after botching a job quite badly.
82,112379,7.4,Antonia (1995),18 | 1h 42min | Comedy/ Drama | 11 January 1997 (South Korea),"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive."
83,114039,7.1,Once Upon a Time... When We Were Colored (1995),PG | 1h 55min | Drama/ Romance | 26 January 1996 (USA),A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.
84,113612,5.6,Last Summer in the Hamptons (1995),R | 1h 48min | Comedy/ Drama | 15 September 1996 (USA),"Filmed entirely on location in East Hampton, Long Island, 'Last Summer in the Hamptons' concerns a large theatrical family spending the last weekend of their summer together at the decades-old family retreat which economic circumstances have forced them to put on the market. Victoria Foyt plays a young Hollywood actress whose visit wreaks havoc on the stellar group of family and friends - led by matriarch Viveca Lindfors and made up of an extraordinary mix of prominent New York actors, directors, and playwrights. In the course of a very unusual weekend, comic as well as serious situations arise, and the family's secrets - of which there are many - begin to unravel."
85,112365,6.8,Angels and Insects (1995),18 | 1h 56min | Drama/ Romance | 8 December 1995 (UK),In the 1800s a naturalist marries into a family of British country gentry.
86,118158,6.6,White Squall (1996),15 | 2h 9min | Adventure/ Drama | 15 August 1996 (South Korea),Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.
87,116151,5.4,Dunston Checks In (1996),All | 1h 28min | Comedy/ Adventure/ Family | 17 August 1996 (South Korea),A young boy befriends a larcenous orangutan in a luxury hotel.
88,115697,6.3,Black Sheep (1996),15 | 1h 27min | Comedy | 2 February 1996 (USA),A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.
89,113972,6.3,Nick of Time (1995),15 | 1h 30min | Action/ Crime/ Drama | 22 November 1995 (USA),"An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter."
90,113490,6.5,The Journey of August King (1995),15 | 1h 31min | Drama | 26 January 1996 (USA),"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in April 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need for the coming year. On his journey, he comes upon a run-away slave, a 17 year old young woman and August King must decide to violate the law and help this slave to freedom or leave her to be hunted down and,ultimately, returned to her slave owner. But the drama turns into a question of whether either soul will gain freedom."
92,117002,5.8,Mary Reilly (1996),18 | 1h 48min | Drama/ Horror/ Romance | 8 June 1996 (South Korea),"A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde."
93,114825,4.6,Vampire in Brooklyn (1995),18 | 1h 40min | Comedy/ Fantasy/ Horror | 27 October 1995 (USA),"A ship sails into Brooklyn with all its crew dead. But something gets off and the killing continues on land. The vampire is looking for a specific woman - half-human, half-vampire. Rita's the cop detective investigating the many killings."
94,115639,7.1,Beautiful Girls (1996),R | 1h 52min | Comedy/ Drama/ Romance | 9 February 1996 (USA),A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.
95,115759,6.1,Broken Arrow (1996),15 | 1h 48min | Action/ Adventure/ Thriller | 18 May 1996 (South Korea),Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.
96,113403,7.1,In the Bleak Midwinter (1995),R | 1h 39min | Comedy | 1 December 1995 (UK),"A group of theater actors plays 'Hamlet' in a provincial village, faced with their own temptations, disappointments, and joys."
97,113247,8.1,La haine (1995),18 | 1h 38min | Crime/ Drama | 8 November 1997 (South Korea),24 hours in the lives of three young men in the French suburbs the day after a violent riot.
98,111173,5.4,Shopping (1994),R | 1h 45min | Action/ Crime/ Drama | 24 June 1994 (UK),"You've run out of options, no school, no job. Steal a car, smash a shop with a heavy car and reap the proceeds! This movie is about underground England. The causes, the benefits, and the result of a life of 'crash and carry.'"
99,113283,6.5,Heidi Fleiss: Hollywood Madam (1995),1h 46min | Documentary/ Biography | TV Movie 27 December 1995,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with 'she said' and 'he said.' When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction."
100,115907,6.2,City Hall (1996),15 | 1h 51min | Drama/ Thriller | 9 November 1996 (South Korea),"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences."
101,115734,7,Bottle Rocket (1996),15 | 1h 31min | Comedy/ Crime/ Drama | 21 February 1996 (USA),Three friends plan to pull off a simple robbery and go on the run.
102,117102,3.9,Mr. Wrong (1996),15 | 1h 36min | Comedy | 16 February 1996 (USA),"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll and Hyde true nature."
103,118040,6,Unforgettable (1996),18 | 1h 57min | Drama/ Mystery/ Sci-Fi | 23 February 1996 (USA),"A medical examiner, who was suspected of murdering his wife, is trying an experimental drug to retrieve his wife's and others' memory and maybe find the killer and the mass murderer in a related present case."
104,116483,7,Happy Gilmore (1996),12 | 1h 32min | Comedy/ Sport | 16 February 1996 (USA),A rejected hockey player puts his skills to the golf course to save his grandmother's house.
105,112579,7.6,The Bridges of Madison County (1995),15 | 2h 15min | Drama/ Romance | 23 September 1995 (South Korea),Photographer Robert Kincaid (Clint Eastwood) wanders into the life of housewife Francesca Johnson (Meryl Streep) for four days in the 1960s.
106,110251,7.1,Keiner liebt mich (1994),18 | 1h 44min | Comedy/ Drama | 12 January 1995 (Germany),"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing up on her. She is obsessed with death, even visits evening classes on dying and so it seems fitting, that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a black, gay self-declared psychic, who convinces her that she is about to meet 'him'. But is it really Lothar, the new yuppie apartment manager ...?"
107,117110,7,Muppet Treasure Island (1996),1h 39min | Action/ Adventure/ Comedy | 16 February 1996 (USA),The Muppets' twist on the classic tale.
108,112646,7,Catwalk (1995),1h 35min | Documentary | 16 May 1996 (Australia),"A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York one year in the early 1990s, probably 1992. She and others dash from one designer's unveilings to another. Extended footage looks at Versace and Armani in Milan, Galliano, Gaultier, and Langerfeld in Paris, and Isaac Mizrahi in New York. With Kate Moss, Naomi Campbell, and Turlington, we see the nature of friendships among models. With the engaging Mizrahi in particular, there's some exploration of the relationship between designer and models."
109,113276,5.1,Headless Body in Topless Bar (1995),1h 50min | Comedy/ Crime/ Drama | 20 May 1995 (France),"Late one night, in a seedy topless bar, a group of men watch a stripper dance over their malted beverages. But, one of them is an ex-con who's about to put the group on a collision course with death. Inspired by the events that spawned the New York Post headline, Headless Body in Topless Bar is an intense black comedy about a group of hostages held under the torment of a twisted gunman. The lonely, deranged killer leads the patrons through a bizarre, intriguing, and darkly humorous pop-psychotherapy session that's part truth or dare, part Russian roulette. As the searing drama develops, issues arise: the politics of gender, the effects of institutionalization, and the deadly dance between predator and prey. Who will survive? Candy the jaded stripper? Lumkin, the Wall Street sexual deviant? Carl, the wheelchair-bound regular? Or Vic and Creamface, the two loudmouth beer-chugging hockey buddies? Anything can happen with this madman in charge."
110,112573,8.3,Braveheart (1995),15 | 2h 58min | Biography/ Drama/ History | 17 June 1995 (South Korea),Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.
111,75314,8.3,Taxi Driver (1976),18 | 1h 54min | Crime/ Drama | 17 February 1989 (South Korea),"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute."
112,113326,6.8,Hung fan kui (1995),15 | 1h 44min | Action/ Comedy/ Crime | 21 January 1995 (South Korea),A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.
113,115645,6.1,Before and After (1996),15 | 1h 48min | Crime/ Drama/ Mystery | 23 February 1996 (USA),Two parents deal with the effects when their son is accused of murdering his girlfriend.
114,113774,7.1,Margaret's Museum (1995),R | 1h 54min | Drama | 9 May 1997 (UK),"Margaret MacNiel, a girl living in a Cape Breton coal mining town, finds her life changing when she meets Neil Currie, a cheerful bagpipe-playing dishwasher. Unfortunately, neither of them are able to escape the industry around them."
